category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
networking,firewall,createfirewallrule,POST,/v1/firewalls/rules,yellow,yellow,문서,본문,docs.version-semantics-undocumented,버전에 따라 응답 시맨틱이 다른데(1.1=202+빈 바디) 문서는 1.0 동작만 기술,버전별 응답 차이 문서화,Endpoint-pinned version 'firewall 1.1' -> 202 + an EMPTY body {} (no rule id capturable from the response); the doc page only describes the 1.0/201-with-full-body semantics. A caller pinned (or defaulted) to 1.1 who doesn't know to poll listfirewallrules instead gets no id and downstream rule-id-dependent steps (e.g. an IGW attach) fail. Live A/B reconfirmation 2026-07-16 (fe88 postmortem); resolved for us by returning to per-endpoint version pinning.,runtime
networking,firewall,listfirewalls,GET,/v1/firewalls,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,gslb,creategslb,POST,/v1/gslbs,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
networking,gslb,listgslbs,GET,/v1/gslbs,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 3),runtime
networking,gslb,listgslbsregionalroutingcontrol,GET,/v1/gslbs/routing-control,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 3),runtime
networking,gslb,setgslbhealthcheck,PUT,/v1/gslbs/{gslb_id}/health-check,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: protocol,static
networking,gslb,setgslbregionalroutingcontrol,PUT,/v1/gslbs/{gslb_id}/routing-control,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: region,static
networking,loadbalancer,showloadbalancerpublicnatip,GET,/v1/loadbalancers/{loadbalancer_id}/static-nats,yellow,yellow,규격,본문,runtime.empty-collection-404,빈 컬렉션 조회가 404 반환,빈 컬렉션은 200 + 빈 배열,GET .../{loadbalancer_id}/static-nats on a load balancer with zero NAT IPs attached -> 404 instead of 200 [] (empty collection represented as not-found rather than an empty successful list). 실측 2026-07-16.,runtime
networking,security-group,createaddressgroup,POST,/v1/address-groups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
networking,security-group,createsecuritygroup,POST,/v1/security-groups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
networking,security-group,createsecuritygrouprule,POST,/v1/security-group-rules,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: direction, security_group_id",static
networking,security-group,setaddressgroup,PUT,/v1/address-groups/{address_group_id},yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
networking,security-group,setsecuritygroup,PUT,/v1/security-groups/{security_group_id},yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
networking,vpc,addvpccidr,POST,/v1/vpcs/{vpc_id}/cidrs,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: cidr,static
networking,vpc,createinternetgateway,POST,/v1/internet-gateways,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: vpc_id,static
networking,vpc,createnatgateway,POST,/v1/nat-gateways,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: subnet_id,static
networking,vpc,createport,POST,/v1/ports,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, subnet_id",static
networking,vpc,createprivatelinkendpoint,POST,/v1/privatelink-endpoints,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: endpoint_ip_address, name, subnet_id",static
networking,vpc,createprivatelinkservice,POST,/v1/privatelink-services,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, service_ip_address, subnet_id",static
networking,vpc,createprivatenat,POST,/v1/private-nats,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cidr, name, service_resource_id",static
networking,vpc,createprivatenatip,POST,/v1/private-nats/{private_nat_id}/private-nat-ips,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: ip_address,static
networking,vpc,createpublicip,POST,/v1/publicips,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: zone,static
networking,vpc,createsubnet,POST,/v1/subnets,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cidr, name, vpc_id",static
networking,vpc,createsubnetvipnatip,POST,/v1/subnets/{subnet_id}/vips/{vip_id}/static-nat-ips,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: nat_type, publicip_id",static
networking,vpc,createsubnetvipport,POST,/v1/subnets/{subnet_id}/vips/{vip_id}/connected-ports,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: port_id,static
networking,vpc,createtransitgateway,POST,/v1/transit-gateways,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
networking,vpc,createtransitgatewayrule,POST,/v1/transit-gateways/{transit_gateway_id}/routing-rules,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: destination_cidr, tgw_connection_vpc_id",static
networking,vpc,createtransitgatewayuplinkrule,POST,/v1/transit-gateways/{transit_gateway_id}/uplink-routing-rules,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: destination_cidr,static
networking,vpc,createtransitgatewayvpcconnection,POST,/v1/transit-gateways/{transit_gateway_id}/vpc-connections,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: vpc_id,static
networking,vpc,createvpc,POST,/v1/vpcs,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cidr, name",static
networking,vpc,createvpcendpoint,POST,/v1/vpc-endpoints,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: endpoint_ip_address, name, resource_info, resource_key, subnet_id, vpc_id",static
networking,vpc,createvpcpeering,POST,/v1/vpc-peerings,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: approver_vpc_account_id, approver_vpc_id, name, requester_vpc_id",static
networking,vpc,createvpcpeeringrule,POST,/v1/vpc-peerings/{vpc_peering_id}/routing-rules,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: destination_cidr,static
networking,vpc,deleteprivatelinkservice,DELETE,/v1/privatelink-services/{privatelink_service_id},yellow,yellow,규격,본문,docs.async-settle-undocumented,"생성/변경 202 후 상태가 안정(ACTIVE)되기 전의 set/delete를 400으로 거절 — 400은 ""요청 자체가 잘못됨"" 신호라 클라이언트가 ""기다렸다 재시도"" 판단을 할 수 없음. 같은 상태-충돌에 플랫폼 내 다른 서비스는 이미 409를 반환(SCR creating-cannot-delete 409, VIP connected-ports 409 — 실측 원문 §5.5 인접)","일시-상태 거절은 409로 통일(플랫폼 자체 선례 준용). 보조로 ""202=접수, ACTIVE 후 변경 가능"" 문서화",DELETE while the resource is still CREATING (async 202 from the preceding create/set) -> 400 invalid-state; the doc page never states that a caller must poll to ACTIVE before mutating — 자동화 클라이언트 following only the endpoint doc hits an undocumented race. 실측 2026-07-16; settle-class extended to privatelink-service 이번 실측.,runtime
networking,vpc,deletevpcendpoint,DELETE,/v1/vpc-endpoints/{vpc_endpoint_id},yellow,yellow,규격,본문,docs.async-settle-undocumented,"생성/변경 202 후 상태가 안정(ACTIVE)되기 전의 set/delete를 400으로 거절 — 400은 ""요청 자체가 잘못됨"" 신호라 클라이언트가 ""기다렸다 재시도"" 판단을 할 수 없음. 같은 상태-충돌에 플랫폼 내 다른 서비스는 이미 409를 반환(SCR creating-cannot-delete 409, VIP connected-ports 409 — 실측 원문 §5.5 인접)","일시-상태 거절은 409로 통일(플랫폼 자체 선례 준용). 보조로 ""202=접수, ACTIVE 후 변경 가능"" 문서화",DELETE while the resource is still CREATING (async 202 from the preceding create/set) -> 400 invalid-state; the doc page never states that a caller must poll to ACTIVE before mutating — 자동화 클라이언트 following only the endpoint doc hits an undocumented race. 실측 2026-07-16; settle-class extended to vpc-endpoint 이번 실측.,runtime
networking,vpc,listinternetgateways,GET,/v1/internet-gateways,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listnatgateways,GET,/v1/nat-gateways,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listprivatelinkendpoints,GET,/v1/privatelink-endpoints,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listprivatelinkservices,GET,/v1/privatelink-services,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listprivatenats,GET,/v1/private-nats,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listpublicip,GET,/v1/publicips,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listsubnets,GET,/v1/subnets,yellow,red,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listtransitgateways,GET,/v1/transit-gateways,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listvpcendpoints,GET,/v1/vpc-endpoints,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listvpcpeerings,GET,/v1/vpc-peerings,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,listvpcs,GET,/v1/vpcs,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpc,setprivatelinkservice,PUT,/v1/privatelink-services/{privatelink_service_id},yellow,yellow,규격,본문,docs.async-settle-undocumented,"생성/변경 202 후 상태가 안정(ACTIVE)되기 전의 set/delete를 400으로 거절 — 400은 ""요청 자체가 잘못됨"" 신호라 클라이언트가 ""기다렸다 재시도"" 판단을 할 수 없음. 같은 상태-충돌에 플랫폼 내 다른 서비스는 이미 409를 반환(SCR creating-cannot-delete 409, VIP connected-ports 409 — 실측 원문 §5.5 인접)","일시-상태 거절은 409로 통일(플랫폼 자체 선례 준용). 보조로 ""202=접수, ACTIVE 후 변경 가능"" 문서화",PUT (set) while the resource is still CREATING (async 202 from the preceding create/set) -> 400 invalid-state; the doc page never states that a caller must poll to ACTIVE before mutating — 자동화 클라이언트 following only the endpoint doc hits an undocumented race. 실측 2026-07-16; settle-class extended to privatelink-service 이번 실측.,runtime
networking,vpc,setpublicip,PUT,/v1/publicips/{publicip_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
networking,vpc,setsubnetvip,PUT,/v1/subnets/{subnet_id}/vips/{vip_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
networking,vpc,setvpcendpoint,PUT,/v1/vpc-endpoints/{vpc_endpoint_id},yellow,yellow,규격,본문,docs.async-settle-undocumented,"생성/변경 202 후 상태가 안정(ACTIVE)되기 전의 set/delete를 400으로 거절 — 400은 ""요청 자체가 잘못됨"" 신호라 클라이언트가 ""기다렸다 재시도"" 판단을 할 수 없음. 같은 상태-충돌에 플랫폼 내 다른 서비스는 이미 409를 반환(SCR creating-cannot-delete 409, VIP connected-ports 409 — 실측 원문 §5.5 인접)","일시-상태 거절은 409로 통일(플랫폼 자체 선례 준용). 보조로 ""202=접수, ACTIVE 후 변경 가능"" 문서화",PUT (set) while the resource is still CREATING (async 202 from the preceding create/set) -> 400 invalid-state; the doc page never states that a caller must poll to ACTIVE before mutating — 자동화 클라이언트 following only the endpoint doc hits an undocumented race. 실측 2026-07-16; settle-class extended to vpc-endpoint 이번 실측.,runtime
networking,vpn,createvpngateway,POST,/v1/vpn-gateways,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: ip_address, ip_id, ip_type, name, vpc_id",static
networking,vpn,createvpntunnel,POST,/v1/vpn-tunnels,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, vpn_gateway_id",static
networking,vpn,listvpngateways,GET,/v1/vpn-gateways,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpn,listvpntunnels,GET,/v1/vpn-tunnels,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
networking,vpn,setvpngateway,PUT,/v1/vpn-gateways/{vpn_gateway_id},yellow,yellow,규격,본문,docs.async-settle-undocumented,"생성/변경 202 후 상태가 안정(ACTIVE)되기 전의 set/delete를 400으로 거절 — 400은 ""요청 자체가 잘못됨"" 신호라 클라이언트가 ""기다렸다 재시도"" 판단을 할 수 없음. 같은 상태-충돌에 플랫폼 내 다른 서비스는 이미 409를 반환(SCR creating-cannot-delete 409, VIP connected-ports 409 — 실측 원문 §5.5 인접)","일시-상태 거절은 409로 통일(플랫폼 자체 선례 준용). 보조로 ""202=접수, ACTIVE 후 변경 가능"" 문서화","PUT (set) while the resource is still EDITING (async 202 from the preceding create/set) -> 400 invalid-state; the doc page never states that a caller must poll to ACTIVE before mutating — 자동화 클라이언트 following only the endpoint doc hits an undocumented race. 실측/e68b cross-validated (2026-07-16): set-gateway 202 -> EDITING; a delete/modify 2s later 400s, then cascades (gateway 409 has-related -> publicip 400 ATTACHED) — EDITING needs the same settle-before-mutate gate as CREATING, not just create's transition.",runtime
networking,vpn,setvpntunnel,PUT,/v1/vpn-tunnels/{vpn_tunnel_id},yellow,yellow,규격,본문,docs.async-settle-undocumented,"생성/변경 202 후 상태가 안정(ACTIVE)되기 전의 set/delete를 400으로 거절 — 400은 ""요청 자체가 잘못됨"" 신호라 클라이언트가 ""기다렸다 재시도"" 판단을 할 수 없음. 같은 상태-충돌에 플랫폼 내 다른 서비스는 이미 409를 반환(SCR creating-cannot-delete 409, VIP connected-ports 409 — 실측 원문 §5.5 인접)","일시-상태 거절은 409로 통일(플랫폼 자체 선례 준용). 보조로 ""202=접수, ACTIVE 후 변경 가능"" 문서화",PUT (set) while the resource is still EDITING (async 202 from the preceding create/set) -> 400 invalid-state; the doc page never states that a caller must poll to ACTIVE before mutating — 자동화 클라이언트 following only the endpoint doc hits an undocumented race. 실측/e68b cross-validated (2026-07-16): set-tunnel 202 -> EDITING; delete 2s later 400s (see setvpngateway sibling finding for the full cascade).,runtime
platform,product,listproductcategories,GET,/v1/product-categories,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 14),runtime
platform,product,listproducts,GET,/v1/products,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 20),runtime
platform,sts,assumerole,POST,/v1/assume-role,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: role_indicator, role_session_name",static
platform,sts,assumerolewithsaml,POST,/v1/assume-role-with-saml,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: principal_indicator, role_indicator, saml_assertion",static
platform,sts,objectstoreauthorization,POST,/v1/object-store-authorization,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: method, url, x_amz_content_sha256, x_amz_date",static
security,certificatemanager,checknameduplication,POST,/v1/certificatemanager/check-duplication,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
security,certificatemanager,createcertificate,POST,/v1/certificatemanager,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cert_body, name, private_key, region, timezone",static
security,certificatemanager,selfsigncert,POST,/v1/certificatemanager/self-sign,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cn, name, not_after_dt, organization, region, timezone",static
security,certificatemanager,validatecertificate,POST,/v1/certificatemanager/check-validation,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cert_body, private_key",static
security,configinspection,creatediagnosisobject,POST,/v1/configinspection/diagnosis/save,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: account_id, check_list_version_id, csp_type, diagnosis_account_id, diagnosis_check_type, diagnosis_id, diagnosis_name, diagnosis_type",static
security,configinspection,diagnosisrequest,POST,/v1/configinspection/diagnosis/request,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: access_key, diagnosis_id, secret_key, tenant_id",static
